Geneid	Length
FBgn0020224	6154
FBgn0263352	8968
FBgn0035896	1740
FBgn0010825	8819
FBgn0262719	7970
FBgn0035900	2042
FBgn0035901	2770
FBgn0035903	3505
FBgn0035902	990
FBgn0035904	881
FBgn0086348	825
FBgn0035906	1743
FBgn0035907	954
FBgn0024236	4210
FBgn0035909	2463
FBgn0260442	11083
FBgn0264511	530
FBgn0262387	100
FBgn0035911	1514
FBgn0262508	14466
FBgn0017430	1227
FBgn0017579	619
FBgn0060292	80
FBgn0060291	84
FBgn0017429	1567
FBgn0035914	3863
FBgn0035915	2121
FBgn0052351	2093
FBgn0035916	1544
FBgn0035917	2812
FBgn0035918	2483
FBgn0052029	1104
FBgn0035921	1364
FBgn0035922	1501
FBgn0000121	1547
FBgn0001168	2335
FBgn0265719	489
FBgn0011509	1135
FBgn0052022	938
FBgn0035923	4498
FBgn0264696	193
FBgn0000357	649
FBgn0000355	515
FBgn0000358	651
FBgn0000356	522
FBgn0003149	5356
FBgn0040828	531
FBgn0265720	436
FBgn0266084	10218
FBgn0035924	1179
FBgn0035926	337
FBgn0035928	1380
FBgn0035929	568
FBgn0085455	1022
FBgn0052023	525
FBgn0085456	865
FBgn0035931	1061
FBgn0052024	743
FBgn0035932	702
FBgn0035933	800
FBgn0263930	4483
FBgn0052026	2382
FBgn0267473	871
FBgn0262788	416
FBgn0267531	2245
FBgn0020633	2451
FBgn0035934	4457
FBgn0052034	74
FBgn0266757	5847
FBgn0035936	2330
FBgn0264701	378
FBgn0264305	5452
FBgn0264307	8905
FBgn0040321	1531
FBgn0011787	738
FBgn0035941	1394
FBgn0035942	3254
FBgn0035943	1463
FBgn0035944	1088
FBgn0035945	2822
FBgn0086706	2293
FBgn0035947	2132
FBgn0035948	1712
FBgn0035949	883
FBgn0263199	3144
FBgn0035951	1845
FBgn0035952	986
FBgn0016070	5963
FBgn0035953	3945
FBgn0035954	1671
FBgn0035955	1113
FBgn0035956	1945
FBgn0028789	1595
FBgn0035957	1286
FBgn0000116	3504
FBgn0035959	4775
FBgn0035960	1306
FBgn0023479	9106
FBgn0043806	1072
FBgn0040827	618
FBgn0011206	8169
FBgn0035964	1261
FBgn0035965	980
FBgn0263456	5622
FBgn0263556	105
FBgn0004244	8994
FBgn0035968	3315
FBgn0035969	2400
FBgn0266957	410
FBgn0035970	1499
FBgn0035971	983
FBgn0264000	7186
FBgn0035975	2097
FBgn0035976	3743
FBgn0035977	1355
FBgn0035978	3013
FBgn0052040	1364
FBgn0052039	881
FBgn0085484	1590
FBgn0085485	627
FBgn0004379	3086
FBgn0035980	891
FBgn0035981	1677
FBgn0011769	741
FBgn0001229	987
FBgn0001228	2109
FBgn0001223	1900
FBgn0035982	864
FBgn0001225	1010
FBgn0001227	1733
FBgn0263492	2901
FBgn0001224	884
FBgn0001226	1632
FBgn0263494	467
FBgn0263493	352
FBgn0035983	3453
FBgn0015218	2235
FBgn0035985	1010
FBgn0035986	4406
FBgn0035987	2423
FBgn0035989	3359
FBgn0035988	1455
FBgn0023129	1529
FBgn0015296	1600
FBgn0005533	535
FBgn0082953	145
FBgn0040305	4604
FBgn0260431	1598
FBgn0260859	1125
FBgn0267532	467
FBgn0035993	2055
FBgn0053926	820
FBgn0035995	2120
FBgn0035996	1028
FBgn0266124	697
FBgn0035997	3384
FBgn0035999	1639
FBgn0267533	958
FBgn0035998	1126
FBgn0036000	1372
FBgn0266101	6980
FBgn0011327	1394
FBgn0036004	8463
FBgn0036005	1206
FBgn0052036	709
FBgn0052037	1836
FBgn0036007	3195
FBgn0036008	1888
FBgn0010408	1018
FBgn0267534	873
FBgn0086075	88
FBgn0053703	546
FBgn0053702	540
FBgn0053701	315
FBgn0053700	1116
FBgn0036009	1497
FBgn0036010	1755
FBgn0261555	6878
FBgn0267966	1205
FBgn0267796	6670
FBgn0036014	1354
FBgn0036015	836
FBgn0036016	1026
FBgn0267348	5916
FBgn0036018	2926
FBgn0036019	1362
FBgn0036020	1645
FBgn0016081	11788
FBgn0036022	910
FBgn0036023	870
FBgn0036024	901
FBgn0053696	2704
FBgn0036028	1427
FBgn0087040	1617
FBgn0036030	2361
FBgn0036029	1080
FBgn0267454	885
FBgn0266596	555
FBgn0015321	1709
FBgn0036031	2854
FBgn0036032	5930
FBgn0040475	2146
FBgn0045823	2273
FBgn0065081	73
FBgn0036035	1310
FBgn0036036	1073
FBgn0261530	2599
FBgn0036038	3227
FBgn0036039	2379
FBgn0019644	918
FBgn0036040	1834
FBgn0263541	122
FBgn0259163	7218
FBgn0265448	544
FBgn0266956	455
FBgn0036043	6616
FBgn0044328	2829
FBgn0036044	3248
FBgn0044051	631
FBgn0036046	670
FBgn0044050	751
FBgn0044049	804
FBgn0264489	7911
FBgn0044048	478
FBgn0028429	1858
FBgn0015618	1529
FBgn0004390	5434
FBgn0036052	2233
FBgn0036053	3685
FBgn0027567	3160
FBgn0266955	676
FBgn0085411	3091
FBgn0011836	3972
FBgn0025866	4274
FBgn0267535	1294
FBgn0036056	1331
FBgn0036057	1331
FBgn0036058	2227
FBgn0036059	3033
FBgn0085385	6061
FBgn0036062	1534
FBgn0026404	2015
FBgn0036063	843
FBgn0259932	1262
FBgn0263251	1354
FBgn0040823	6312
FBgn0267536	848
FBgn0267537	1037
FBgn0266648	615
FBgn0267538	626
FBgn0036066	2112
FBgn0052053	1618
FBgn0052054	1775
FBgn0262007	1752
FBgn0262008	1422
FBgn0267539	984
FBgn0052057	3546
FBgn0086076	115
FBgn0036070	1109
FBgn0036072	1096
FBgn0000451	3741
FBgn0265731	665
FBgn0036075	1256
FBgn0052055	1605
FBgn0052056	2406
FBgn0265735	328
FBgn0266952	419
FBgn0265734	444
FBgn0036078	1215
FBgn0265732	982
FBgn0265733	784
FBgn0011569	2953
FBgn0266777	872
FBgn0036080	1176
FBgn0267665	21055
FBgn0267666	7941
FBgn0262381	99
FBgn0267668	10235
FBgn0266076	98
FBgn0266780	1348
FBgn0265736	369
FBgn0264722	471
FBgn0036082	1957
FBgn0036083	2295
FBgn0052058	1722
FBgn0011802	3963
FBgn0052061	820
FBgn0045770	3014
FBgn0052062	8305
FBgn0052064	2074
FBgn0036085	1917
FBgn0267932	680
FBgn0260396	457
FBgn0262592	698
FBgn0085267	754
FBgn0036089	683
FBgn0260644	763
FBgn0260643	674
FBgn0001179	2628
FBgn0054001	587
FBgn0000629	2665
FBgn0036090	863
FBgn0036091	334
FBgn0052066	2555
FBgn0036093	1019
FBgn0036094	1022
FBgn0036096	1555
FBgn0052068	701
FBgn0010762	5134
FBgn0036099	1575
FBgn0053493	638
FBgn0047038	597
FBgn0036101	1146
FBgn0262890	1164
FBgn0265737	506
FBgn0265738	543
FBgn0265739	212
FBgn0267950	560
FBgn0267951	783
FBgn0036102	1161
FBgn0265447	1938
FBgn0262020	1266
FBgn0266782	602
FBgn0266781	458
FBgn0266679	540
FBgn0026160	6751
FBgn0036104	2723
FBgn0036105	1050
FBgn0036106	1544
FBgn0036107	629
FBgn0027615	1816
FBgn0036108	554
FBgn0036109	565
FBgn0266681	1024
FBgn0036110	457
FBgn0036111	3115
FBgn0266783	775
FBgn0266784	642
FBgn0036112	761
FBgn0267309	292
FBgn0013469	4792
FBgn0086077	81
FBgn0029172	1312
FBgn0052079	1374
FBgn0052081	1566
FBgn0265740	610
FBgn0263776	3292
FBgn0266594	422
FBgn0036116	2465
FBgn0036117	1594
FBgn0036118	645
FBgn0052069	356
FBgn0052075	1955
FBgn0025355	3776
FBgn0266540	3776
FBgn0036121	690
FBgn0263241	2270
FBgn0010741	993
FBgn0036124	3714
FBgn0020412	6634
FBgn0036125	2638
FBgn0083068	1031
FBgn0036126	614
FBgn0261112	1867
FBgn0036128	840
FBgn0052072	937
FBgn0052071	453
FBgn0052073	575
FBgn0036131	498
FBgn0054012	551
FBgn0036133	1891
FBgn0003462	777
FBgn0036134	3823
FBgn0036135	1039
FBgn0036136	1194
FBgn0260795	3715
FBgn0014368	568
FBgn0052074	440
FBgn0036138	494
FBgn0052082	5246
FBgn0036139	1073
FBgn0264721	953
FBgn0052076	1529
FBgn0036141	2574
FBgn0036142	2320
FBgn0036143	2651
FBgn0036144	3916
FBgn0036147	2630
FBgn0036145	668
FBgn0036146	755
FBgn0061469	3674
FBgn0064766	3255
FBgn0261553	6697
FBgn0267717	409
FBgn0266954	282
FBgn0036150	2443
FBgn0265929	1121
FBgn0265930	319
FBgn0265925	348
FBgn0265924	271
FBgn0265926	694
FBgn0265928	2873
FBgn0265927	419
FBgn0041094	3124
FBgn0265931	603
FBgn0266953	450
FBgn0036152	3956
FBgn0036153	1523
FBgn0265468	562
FBgn0267960	654
FBgn0036154	2078
FBgn0265932	495
FBgn0265933	323
FBgn0265934	675
FBgn0266785	343
FBgn0266786	349
FBgn0036155	2020
FBgn0266396	1215
FBgn0261813	1097
FBgn0036156	984
FBgn0265469	324
FBgn0265470	560
FBgn0036157	1107
FBgn0036158	782
FBgn0265741	557
FBgn0265742	633
FBgn0036159	1356
FBgn0036160	1395
FBgn0036161	1136
FBgn0036162	1846
FBgn0028667	642
FBgn0267716	641
FBgn0028668	595
FBgn0036165	5960
FBgn0053500	267
FBgn0003378	359
FBgn0003377	321
FBgn0053272	267
FBgn0003373	1109
FBgn0036168	1958
FBgn0036170	3513
FBgn0285958	3513
FBgn0259481	5663
FBgn0263569	155
FBgn0036173	1554
FBgn0053267	742
FBgn0053490	1745
FBgn0053489	1751
FBgn0053271	490
FBgn0053270	388
FBgn0263247	208
FBgn0263248	191
FBgn0053269	783
FBgn0052086	1548
FBgn0003292	3268
FBgn0036176	285
FBgn0036177	360
FBgn0267232	344
FBgn0266991	333
FBgn0267231	263
FBgn0266992	266
FBgn0036179	2916
FBgn0036178	312
FBgn0036180	3442
FBgn0262021	252
FBgn0036181	9524
FBgn0086254	1521
FBgn0036183	1308
FBgn0036184	1275
FBgn0042138	1801
FBgn0263632	76
FBgn0052091	2967
FBgn0266651	599
FBgn0036186	2926
FBgn0036187	2121
FBgn0036188	1628
FBgn0052085	3030
FBgn0262437	100
FBgn0267541	761
FBgn0267540	621
FBgn0267543	542
FBgn0267542	667
FBgn0267544	362
FBgn0015828	1622
FBgn0036191	3830
FBgn0267545	1047
FBgn0036192	952
FBgn0036193	1064
FBgn0264479	527
FBgn0036194	1873
FBgn0036195	1885
FBgn0036196	2731
FBgn0261381	1529
FBgn0261353	1529
FBgn0036198	752
FBgn0040817	894
FBgn0036199	1855
FBgn0052088	3003
FBgn0052087	1470
FBgn0036202	5263
FBgn0041231	1170
FBgn0036203	4802
FBgn0262396	90
FBgn0262291	148
FBgn0036204	442
FBgn0015278	7799
FBgn0036205	2532
FBgn0036206	3007
FBgn0036207	1610
FBgn0004381	2998
FBgn0036208	1431
FBgn0052093	72
FBgn0259140	11198
FBgn0036210	1067
FBgn0036211	2706
FBgn0036212	1851
FBgn0036213	960
FBgn0083015	141
FBgn0052095	1526
FBgn0000404	2919
FBgn0036214	1700
FBgn0262366	2001
FBgn0040816	421
FBgn0266100	5460
FBgn0036217	849
FBgn0036218	1977
FBgn0036219	1845
FBgn0036220	1671
FBgn0263615	722
FBgn0036221	1087
FBgn0036222	2148
FBgn0011723	2650
FBgn0036224	1502
FBgn0036225	1146
FBgn0262401	99
FBgn0036226	1514
FBgn0036227	2329
FBgn0036228	962
FBgn0036229	2611
FBgn0036230	951
FBgn0262986	619
FBgn0028573	5535
FBgn0053265	5578
FBgn0259748	651
FBgn0036232	860
FBgn0264488	6844
FBgn0036235	4246
FBgn0036236	1075
FBgn0036237	1158
FBgn0026432	4623
FBgn0036239	2623
FBgn0036240	2585
FBgn0041096	7556
FBgn0264726	353
FBgn0264725	390
FBgn0036242	1770
FBgn0263647	778
FBgn0284221	4385
FBgn0036246	600
FBgn0011335	1513
FBgn0036248	1412
FBgn0036249	1113
FBgn0022959	2677
FBgn0036250	1908
FBgn0250825	427
FBgn0017424	2386
FBgn0002565	2477
FBgn0046296	1637
FBgn0267552	883
FBgn0036254	2745
FBgn0036255	469
FBgn0011455	888
FBgn0036257	2378
FBgn0036258	1834
FBgn0013997	5137
FBgn0052099	1057
FBgn0036259	2039
FBgn0036260	4014
FBgn0027843	1899
FBgn0036262	1609
FBgn0000592	1837
FBgn0036263	2895
FBgn0000594	1740
FBgn0267310	263
FBgn0036264	1240
FBgn0022709	1266
FBgn0036266	1491
FBgn0260941	9018
FBgn0264723	539
FBgn0052100	2169
FBgn0036271	1894
FBgn0036272	2092
FBgn0036273	3133
FBgn0267961	342
FBgn0267218	858
FBgn0036274	1968
FBgn0265743	839
FBgn0265744	390
FBgn0265455	977
FBgn0052105	2643
FBgn0036277	437
FBgn0266993	348
FBgn0036278	3238
FBgn0036279	5047
FBgn0267474	1219
FBgn0052104	3768
FBgn0011279	546
FBgn0036282	2165
FBgn0052103	4461
FBgn0020655	2085
FBgn0036285	2400
FBgn0000625	3148
FBgn0052102	544
FBgn0036286	1886
FBgn0036287	3174
FBgn0053725	684
FBgn0036288	2310
FBgn0267241	903
FBgn0036289	1524
FBgn0267242	1766
FBgn0036290	2446
FBgn0264460	546
FBgn0036291	1027
FBgn0036292	1377
FBgn0264848	1464
FBgn0036294	1805
FBgn0002466	6084
FBgn0266678	333
FBgn0041775	4170
FBgn0020388	2770
FBgn0262524	808
FBgn0004926	1128
FBgn0036298	2202
FBgn0036299	2884
FBgn0085271	375
FBgn0036300	924
FBgn0036301	1709
FBgn0036302	3013
FBgn0263587	1175
FBgn0015904	2942
FBgn0015919	4317
FBgn0052111	5214
FBgn0263379	2032
FBgn0265746	1193
FBgn0265745	422
FBgn0014343	3892
FBgn0261933	729
FBgn0014007	5168
FBgn0052112	2038
FBgn0052109	1052
FBgn0010235	2065
FBgn0036305	2518
FBgn0036306	1032
FBgn0052113	11901
FBgn0036309	4569
FBgn0052106	4545
FBgn0036310	2348
FBgn0036311	2908
FBgn0260945	4148
FBgn0261674	2403
FBgn0262714	4324
FBgn0267984	1809
FBgn0052110	1376
FBgn0036314	992
FBgn0260965	8603
FBgn0036316	3389
FBgn0036317	2956
FBgn0036318	2007
FBgn0036319	3363
FBgn0052107	3956
FBgn0036320	1150
FBgn0036321	4206
FBgn0267312	287
FBgn0264486	2105
FBgn0036323	1637
FBgn0036324	1427
FBgn0052117	787
FBgn0052115	1560
FBgn0036325	1774
FBgn0041622	2157
FBgn0036327	1146
FBgn0036328	1177
FBgn0036329	2284
FBgn0036330	1065
FBgn0036331	1053
FBgn0036332	2215
FBgn0036333	3357
FBgn0036334	594
FBgn0036335	602
FBgn0036336	1227
FBgn0266994	796
FBgn0036337	1905
FBgn0260441	613
FBgn0086078	73
FBgn0086079	73
FBgn0266709	1497
FBgn0266682	478
FBgn0083978	1483
FBgn0266650	425
FBgn0036340	3862
FBgn0011284	1449
FBgn0082967	140
FBgn0082966	140
FBgn0086601	140
FBgn0036341	1700
FBgn0036342	1880
FBgn0036343	660
FBgn0085457	693
FBgn0085458	750
FBgn0263661	1354
FBgn0036345	699
FBgn0267313	1098
FBgn0036346	1389
FBgn0265747	452
FBgn0010452	3365
FBgn0053262	627
FBgn0086916	2232
FBgn0266535	416
FBgn0052129	72
FBgn0052128	72
FBgn0052126	72
FBgn0052127	83
FBgn0266536	433
FBgn0264515	1321
FBgn0266537	662
FBgn0023095	4841
FBgn0052119	1785
FBgn0011844	72
FBgn0052123	53
FBgn0262622	960
FBgn0264514	748
FBgn0267316	571
FBgn0267317	799
FBgn0264513	3947
FBgn0259970	331
FBgn0266788	567
FBgn0266790	296
FBgn0266789	509
FBgn0259971	227
FBgn0262623	260
FBgn0003034	223
FBgn0264512	402
FBgn0265750	411
FBgn0265748	576
FBgn0265751	686
FBgn0040814	513
FBgn0265752	516
FBgn0036348	4812
FBgn0040813	610
FBgn0036350	792
FBgn0036349	608
FBgn0267546	513
FBgn0036351	925
FBgn0001256	1235
FBgn0036352	1085
FBgn0036353	1845
FBgn0036354	1641
FBgn0002573	2451
FBgn0036356	1332
FBgn0260049	2343
FBgn0052121	2820
FBgn0053263	849
FBgn0260459	1101
FBgn0036359	666
FBgn0036360	2534
FBgn0012010	73
FBgn0012009	73
FBgn0036361	1165
FBgn0036362	876
FBgn0036363	969
FBgn0036364	948
FBgn0036365	5561
FBgn0036366	1097
FBgn0036368	5121
FBgn0036367	918
FBgn0036369	3708
FBgn0086708	3670
FBgn0036372	2500
FBgn0036373	2424
FBgn0036374	8181
FBgn0086785	1346
FBgn0036376	2897
FBgn0036377	2637
FBgn0264001	12817
FBgn0267475	935
FBgn0266688	262
FBgn0266595	654
FBgn0262415	99
FBgn0262813	325
FBgn0036380	1878
FBgn0275434	1588
FBgn0040812	641
FBgn0043550	1564
FBgn0029167	11756
FBgn0036381	2429
FBgn0264006	10288
FBgn0036382	938
FBgn0026376	5500
FBgn0036386	3002
FBgn0001108	4550
FBgn0052137	3223
FBgn0025874	1940
FBgn0036389	4496
FBgn0263232	7512
FBgn0036390	355
FBgn0001216	2718
FBgn0036391	5456
FBgn0036393	565
FBgn0036394	749
FBgn0250848	1872
FBgn0036395	865
FBgn0036396	1352
FBgn0036397	2442
FBgn0036398	12737
FBgn0052133	8068
FBgn0061515	1665
FBgn0036402	3132
FBgn0265295	2306
FBgn0036403	1976
FBgn0026418	3751
FBgn0283503	5722
FBgn0036405	1264
FBgn0036406	652
FBgn0267736	960
FBgn0267795	6165
FBgn0013563	3275
FBgn0285896	3968
FBgn0036410	2708
FBgn0000639	3465
FBgn0036411	2335
FBgn0042630	3228
FBgn0267547	381
FBgn0000411	2935
FBgn0036414	2850
FBgn0013718	5594
FBgn0052141	913
FBgn0036415	717
FBgn0036416	1079
FBgn0085273	829
FBgn0036417	1351
FBgn0266948	834
FBgn0265754	687
FBgn0265753	893
FBgn0001085	3817
FBgn0266383	547
FBgn0036419	540
FBgn0036421	783
FBgn0262580	1270
FBgn0036422	1181
FBgn0003459	4334
FBgn0266768	582
FBgn0036423	1406
FBgn0087007	10028
FBgn0267696	693
FBgn0267695	1305
FBgn0036426	651
FBgn0036427	1241
FBgn0262891	588
FBgn0026409	1823
FBgn0036428	2846
FBgn0054039	699
FBgn0266117	860
FBgn0028418	626
FBgn0261816	631
FBgn0040318	3014
FBgn0003388	3016
FBgn0036433	1179
FBgn0027375	3739
FBgn0041604	3761
FBgn0267548	492
FBgn0262581	503
FBgn0259175	5044
FBgn0011927	72
FBgn0011928	72
FBgn0036436	1657
FBgn0036437	964
FBgn0036438	616
FBgn0036439	555
FBgn0036440	4002
FBgn0036441	694
FBgn0036442	584
FBgn0036443	929
FBgn0013263	6254
FBgn0260233	4441
FBgn0053260	902
FBgn0036446	4612
FBgn0036447	1581
FBgn0036448	5961
FBgn0036449	2437
FBgn0036450	2644
FBgn0036451	8665
FBgn0029148	781
FBgn0001120	923
FBgn0036454	6089
FBgn0265913	792
FBgn0266947	414
FBgn0085274	560
FBgn0259099	4831
FBgn0040809	602
FBgn0040487	627
FBgn0267640	820
FBgn0026320	963
FBgn0000216	532
FBgn0040296	1193
FBgn0263380	1006
FBgn0036459	2408
FBgn0036460	1500
FBgn0002778	2546
FBgn0036461	2391
FBgn0036462	1137
FBgn0023174	1034
FBgn0036463	4268
FBgn0261090	4563
FBgn0047338	456
FBgn0036465	940
FBgn0025776	1126
FBgn0263761	317
FBgn0036466	660
FBgn0036467	544
FBgn0263762	516
FBgn0036468	560
FBgn0263763	354
FBgn0036469	568
FBgn0036470	789
FBgn0036471	677
FBgn0263767	416
FBgn0086690	10794
FBgn0036474	1433
FBgn0036476	2854
FBgn0027088	2545
FBgn0266452	3026
FBgn0264704	518
FBgn0264703	1641
FBgn0266441	1867
FBgn0264702	840
FBgn0036479	2188
FBgn0036480	3570
FBgn0036481	2292
FBgn0052847	730
FBgn0036482	3284
FBgn0036483	4382
FBgn0065051	111
FBgn0014002	2328
FBgn0266945	670
FBgn0047178	911
FBgn0266946	370
FBgn0036484	1906
FBgn0036485	3338
FBgn0036486	4080
FBgn0036487	1862
FBgn0036489	1343
FBgn0036488	531
FBgn0265755	559
FBgn0036490	743
FBgn0029114	7214
FBgn0036491	1662
FBgn0036492	1694
FBgn0036493	5047
FBgn0267933	369
FBgn0262892	563
FBgn0264724	389
FBgn0036494	7624
FBgn0036495	436
FBgn0263616	513
FBgn0266944	388
FBgn0266943	357
FBgn0036496	1782
FBgn0036497	1007
FBgn0040805	1466
FBgn0036498	1414
FBgn0036499	620
FBgn0036500	1495
FBgn0036501	1191
FBgn0026738	1234
FBgn0036502	1628
FBgn0004052	453
FBgn0028377	965
FBgn0001099	1175
FBgn0000565	1354
FBgn0036503	524
FBgn0004228	1219
FBgn0262689	1175
FBgn0036504	1034
FBgn0036505	1772
FBgn0053986	871
FBgn0053985	860
FBgn0261682	607
FBgn0261681	577
FBgn0053983	915
FBgn0262893	846
FBgn0004396	4498
FBgn0087035	4144
FBgn0036509	2281
FBgn0036510	2046
FBgn0267390	7868
FBgn0036512	2046
FBgn0261109	1714
FBgn0036514	2515
FBgn0036515	1150
FBgn0036516	2154
FBgn0036518	6458
FBgn0036519	1680
FBgn0036520	1781
FBgn0259236	2618
FBgn0036522	4172
FBgn0267639	401
FBgn0262529	430
FBgn0004588	412
FBgn0004589	472
FBgn0262530	450
FBgn0004590	639
FBgn0004591	415
FBgn0004592	1486
FBgn0004593	420
FBgn0004594	413
FBgn0014848	443
FBgn0014849	530
FBgn0014850	403
FBgn0014851	445
FBgn0262528	294
FBgn0036527	1692
FBgn0036528	1681
FBgn0036529	2199
FBgn0085481	1297
FBgn0085480	1481
FBgn0041160	1516
FBgn0260777	1023
FBgn0260776	1977
FBgn0010105	2495
FBgn0266775	1297
FBgn0267916	991
FBgn0036531	509
FBgn0036532	431
FBgn0261722	3020
FBgn0015025	1585
FBgn0036534	5971
FBgn0040230	3650
FBgn0036536	1351
FBgn0036537	1002
FBgn0036538	969
FBgn0052150	2203
FBgn0262371	90
FBgn0264908	8354
FBgn0264843	382
FBgn0264842	1155
FBgn0036544	6785
FBgn0000489	3091
FBgn0036545	1234
FBgn0283649	1611
FBgn0036547	1463
FBgn0263599	6707
FBgn0036549	1329
FBgn0000212	5597
FBgn0036550	1004
FBgn0036551	1167
FBgn0036552	1140
FBgn0036553	1558
FBgn0000115	863
FBgn0263600	3440
FBgn0266995	258
FBgn0259824	3910
FBgn0036556	3603
FBgn0036557	1277
FBgn0263601	4095
FBgn0264601	1153
FBgn0267660	2592
FBgn0264600	1098
FBgn0044028	3792
FBgn0263570	103
FBgn0261634	373
FBgn0261633	325
FBgn0260646	270
FBgn0036560	1567
FBgn0260635	3143
FBgn0267549	574
FBgn0264602	995
FBgn0005536	7797
FBgn0053258	964
FBgn0036563	1149
FBgn0263602	2159
FBgn0036565	2711
FBgn0036566	3962
FBgn0036567	1533
FBgn0036568	2036
FBgn0036569	2900
FBgn0036570	2078
FBgn0262987	504
FBgn0263603	5291
FBgn0010280	5516
FBgn0036571	3814
FBgn0003076	1843
FBgn0011016	950
FBgn0266724	575
FBgn0036574	4200
FBgn0036575	1393
FBgn0036576	7580
FBgn0052152	4277
FBgn0053796	540
FBgn0053795	537
FBgn0267318	447
FBgn0267319	291
FBgn0266986	718
FBgn0053687	792
FBgn0053688	528
FBgn0053689	537
FBgn0053690	513
FBgn0036577	1500
FBgn0264483	449
FBgn0052153	73
FBgn0263605	2323
FBgn0036579	1862
FBgn0036580	650
FBgn0036581	638
FBgn0263606	927
FBgn0263607	2517
FBgn0263608	1138
FBgn0036583	2796
FBgn0036584	1340
FBgn0040801	620
FBgn0085276	353
FBgn0036585	434
FBgn0036586	568
FBgn0040799	388
FBgn0040798	420
FBgn0036587	2360
FBgn0036588	450
FBgn0085277	534
FBgn0036589	564
FBgn0040797	501
FBgn0036590	677
FBgn0036591	694
FBgn0040796	394
FBgn0036592	736
FBgn0036593	945
FBgn0036594	639
FBgn0036595	781
FBgn0036596	1182
FBgn0036597	774
FBgn0036598	512
FBgn0036599	624
FBgn0267550	988
FBgn0262894	324
FBgn0036600	646
FBgn0036601	544
FBgn0036602	571
FBgn0052160	2138
FBgn0036603	801
FBgn0042201	538
FBgn0267223	323
FBgn0036605	513
FBgn0267224	492
FBgn0036606	539
FBgn0261635	351
FBgn0036607	572
FBgn0036608	1419
FBgn0036609	706
FBgn0040795	509
FBgn0036610	606
FBgn0053061	1288
FBgn0053060	468
FBgn0040074	798
FBgn0040794	402
FBgn0036612	4192
FBgn0267553	1681
FBgn0053257	993
FBgn0285951	709
FBgn0036614	2559
FBgn0052357	73
FBgn0283681	1180
FBgn0011693	945
FBgn0267554	419
FBgn0266417	1400
FBgn0036617	1148
FBgn0036618	809
FBgn0036619	1447
FBgn0036620	934
FBgn0042137	956
FBgn0036621	6179
FBgn0036622	1628
FBgn0036623	2401
FBgn0036624	4082
FBgn0266099	3078
FBgn0036627	2295
FBgn0014163	4167
FBgn0028399	1767
FBgn0036629	1700
FBgn0027080	1771
FBgn0053158	3436
FBgn0261799	3496
FBgn0004569	2822
FBgn0263131	7558
FBgn0260388	2508
FBgn0003515	2146
FBgn0036638	828
FBgn0036639	949
FBgn0026061	2078
FBgn0262842	432
FBgn0262732	1788
FBgn0036640	2917
FBgn0036641	1086
FBgn0263975	1131
FBgn0028693	995
FBgn0250814	1686
FBgn0036643	897
FBgn0267555	636
FBgn0052163	946
FBgn0002283	1404
FBgn0003741	862
FBgn0027500	3686
FBgn0042178	3888
FBgn0036646	2100
FBgn0042177	3694
FBgn0036648	1154
FBgn0002284	944
FBgn0004465	1412
FBgn0025558	465
FBgn0267525	328
FBgn0017572	2255
FBgn0000017	12819
FBgn0260960	2844
FBgn0041721	238
FBgn0010223	1825
FBgn0267697	1011
FBgn0266776	387
FBgn0040512	1227
FBgn0036652	2187
FBgn0264605	4413
FBgn0063485	4413
FBgn0266689	1089
FBgn0267557	641
FBgn0036654	1393
FBgn0000414	9270
FBgn0036656	1431
FBgn0036655	460
FBgn0043577	688
FBgn0043578	623
FBgn0004556	2209
FBgn0036659	2005
FBgn0262099	165
FBgn0267934	3123
FBgn0004108	4281
FBgn0036660	3145
FBgn0036661	1570
FBgn0036662	2062
FBgn0025582	1520
FBgn0036663	8414
FBgn0021768	1622
FBgn0036665	2013
FBgn0036666	1757
FBgn0036667	367
FBgn0036668	5454
FBgn0052161	774
FBgn0003250	1349
FBgn0003410	3257
FBgn0259794	1450
FBgn0036670	1096
FBgn0036671	1826
FBgn0261565	12091
FBgn0052170	2064
FBgn0267558	349
FBgn0036676	743
FBgn0036677	2216
FBgn0036678	4644
FBgn0036679	623
FBgn0036680	3030
FBgn0036681	905
FBgn0010352	5338
FBgn0261547	7879
FBgn0036684	6372
FBgn0262189	68
FBgn0036685	2681
FBgn0036686	3675
FBgn0036687	2244
FBgn0011293	567
FBgn0036688	2790
FBgn0036689	2123
FBgn0036690	867
FBgn0267320	554
FBgn0262895	341
FBgn0036691	1198
FBgn0261872	3831
FBgn0036695	1551
FBgn0036696	554
FBgn0010424	1059
FBgn0036697	2379
FBgn0036698	1418
FBgn0260943	15616
FBgn0263381	616
FBgn0036702	3239
FBgn0036703	1138
FBgn0264462	604
FBgn0036704	1561
FBgn0264466	789
FBgn0036705	571
FBgn0266985	500
FBgn0262376	100
FBgn0036706	843
FBgn0036707	1653
FBgn0036708	901
FBgn0036709	1215
FBgn0265756	494
FBgn0265757	955
FBgn0036710	1897
FBgn0052173	72
FBgn0036711	909
FBgn0036712	2367
FBgn0036713	1396
FBgn0036714	5440
FBgn0015550	2130
FBgn0267248	591
FBgn0036715	6779
FBgn0036716	2504
FBgn0036717	2980
FBgn0027660	4601
FBgn0026197	1077
FBgn0266669	3109
FBgn0040793	417
FBgn0053051	719
FBgn0053052	1391
FBgn0042641	3871
