fbgn,BamHSbam_input_1,BamHSbam_input_2,BamHSbam_input_3,BamHSbam_input_4,BamHSbam_polysome_1,BamHSbam_polysome_2,BamHSbam_polysome_3,BamHSbam_polysome_4,BamRNAi_input_1,BamRNAi_input_2,BamRNAi_input_3,BamRNAi_polysome_1,BamRNAi_polysome_2,BamRNAi_polysome_3,TKV_input_1,TKV_input_2,TKV_polysome_1,TKV_polysome_2,youngWT_input_1,youngWT_input_2,youngWT_polysome_1,youngWT_polysome_2
FBgn0031356,1005,849,1058,1475,1593,30,2212,1143,1482,1120,2302,280,1545,1344,750,578,707,435,635,1550,373,570
FBgn0266311,0,0,0,3,0,0,0,1,2,12,2,0,9,0,4,1,0,0,0,3,0,0
FBgn0031357,302,252,175,211,593,65,589,392,448,575,602,841,950,695,431,238,1057,657,494,659,256,1609
FBgn0086698,126,178,339,499,647,149,681,699,265,244,308,64,259,424,211,132,457,70,279,325,252,351
FBgn0031359,406,537,698,675,1219,320,994,509,573,460,1104,140,693,771,316,210,285,141,428,718,203,501
FBgn0000579,4357,3626,3738,11334,9915,1483,15378,11337,11739,13014,9748,4911,17235,17062,7960,4413,11093,4818,13051,23761,7192,20297
FBgn0260648,54,99,53,244,214,2,499,292,409,372,765,840,666,986,365,188,1006,371,492,1047,500,2276
FBgn0031360,364,191,175,694,601,84,1988,1038,700,1019,823,1017,928,1003,574,356,1048,347,713,1411,449,1620
FBgn0031361,308,304,226,514,619,146,583,628,304,235,883,188,532,691,227,126,491,174,292,709,273,736
FBgn0264494,739,321,302,273,745,186,177,276,500,386,486,86,534,309,158,130,114,80,124,258,27,143
FBgn0027597,109,131,87,395,554,168,789,563,418,450,682,311,946,663,324,212,424,222,279,804,136,752
FBgn0031364,0,0,0,0,0,0,0,0,6,9,7,13,2,3,6,1,0,0,0,1,0,0
FBgn0041249,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
FBgn0031365,0,70,45,21,39,0,0,38,131,131,232,48,181,91,90,44,238,47,9,6,0,18
FBgn0045497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0045498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0265138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0045500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0045501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0051933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0051664,0,0,8,5,0,0,0,3,2,1,7,0,29,4,2,0,0,0,0,3,0,0
FBgn0031367,0,0,0,0,0,0,0,0,6,1,7,0,1,1,0,1,0,0,0,0,0,0
FBgn0262275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0051665,0,0,0,0,0,0,0,0,4,4,2,0,0,0,0,0,0,0,0,1,0,0
FBgn0264882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0264883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0051663,0,14,2,5,0,0,0,4,23,9,4,14,39,32,16,4,9,0,17,32,61,37
FBgn0031372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0264884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0031373,41,0,0,2,0,0,0,0,3,31,3,0,75,8,5,1,13,13,0,6,0,37
FBgn0031374,1403,1266,1669,2341,1747,357,1963,1609,1704,756,2105,170,918,1373,556,407,292,125,1346,1978,352,372
FBgn0011859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0040719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0053673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0031375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0051942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0267972,574,314,373,591,1450,79,1344,814,896,1334,1350,587,2195,1402,731,363,1161,575,586,1340,554,1569
FBgn0031377,664,670,726,1282,1096,67,1669,1163,501,257,737,114,393,1074,352,189,246,67,1220,1211,565,627
FBgn0031378,33,139,78,190,308,97,420,200,79,79,155,33,124,195,82,45,161,11,88,277,34,168
FBgn0031379,709,363,675,1142,2232,292,1931,1593,1104,1047,1509,460,2077,1240,770,435,1357,424,1041,1153,737,1295
FBgn0001125,1120,849,910,3624,2490,427,4717,3879,2913,2991,4035,2199,4878,7365,2557,1540,5056,2078,5596,10658,3675,12291
FBgn0031381,1311,658,1022,1095,1254,228,3130,1249,1297,1806,1188,1289,1956,1436,1174,898,2342,1153,816,1695,711,1867
FBgn0262148,0,0,2,13,0,0,25,12,4,5,11,0,2,5,5,11,0,0,0,1,0,0
FBgn0043539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0053543,0,0,0,1,27,0,0,1,2,0,3,0,1,0,0,0,0,0,0,2,0,0
FBgn0263441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0040718,259,216,290,52,368,111,253,133,58,99,47,54,107,91,127,148,354,216,35,86,172,392
FBgn0267276,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
FBgn0040717,0,39,61,14,85,123,4,19,13,24,17,0,58,58,29,41,18,93,28,76,45,136
FBgn0051943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0051944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0031384,231,188,163,1101,475,44,1255,1361,556,259,752,141,684,1081,455,187,851,182,853,1768,291,842
FBgn0051939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0051940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0051669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0011860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0259192,0,0,0,3,47,0,0,2,1,0,5,7,5,0,1,2,0,6,0,2,0,1
FBgn0259230,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0003557,1110,1635,1928,3463,2245,314,3734,2425,1969,858,2871,169,1510,2753,909,595,642,250,1742,3707,297,1176
FBgn0266836,0,0,3,3,0,0,0,7,3,12,5,0,4,0,0,0,0,0,4,1,0,0
FBgn0028952,184,216,204,404,210,153,655,257,225,137,371,22,215,231,157,97,148,56,184,321,95,137
FBgn0026396,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,3,15,0,0,0,0,0
FBgn0053516,19,0,7,1,37,0,0,1,9,5,9,0,2,1,0,2,0,0,0,1,0,0
FBgn0031388,0,0,0,5,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0266043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0264864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0031389,161,19,103,39,327,3,98,52,171,163,188,18,346,124,26,71,20,137,23,51,53,68
FBgn0004507,1781,1473,2148,7981,6326,296,6954,8828,2574,1827,2819,564,3144,5622,2251,1374,3425,1012,6361,8677,3482,6809
FBgn0031390,494,983,732,2143,1345,139,2908,1477,1683,657,2455,214,1187,1472,853,588,723,291,1739,2110,446,847
FBgn0031391,635,370,599,941,1620,144,1301,1300,791,552,1392,219,1587,1090,518,278,978,330,628,812,313,774
FBgn0027509,896,674,869,1594,1343,150,1685,1543,1882,1014,2976,597,1718,1299,958,577,1429,552,838,1227,284,709
FBgn0031392,826,449,525,2880,1484,58,2225,1980,1311,731,1963,320,988,2860,1088,570,915,331,1978,4145,945,2412
FBgn0031393,0,0,0,30,27,1,18,9,46,17,190,6,36,38,24,14,32,14,13,61,14,1
FBgn0000097,1193,1735,1627,1688,1456,71,3013,1052,2338,1164,3655,195,1343,1853,1071,641,337,149,1375,1942,375,670
FBgn0265017,0,0,0,2,0,0,0,6,0,3,7,0,0,0,2,0,0,0,2,5,0,0
FBgn0264875,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
FBgn0051946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
FBgn0266828,0,0,16,1,0,0,0,3,2,2,4,0,14,2,1,6,16,0,2,1,0,0
FBgn0031395,348,543,601,1119,1567,480,1290,992,598,479,994,130,987,811,391,231,357,220,469,849,141,626
FBgn0264874,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,6,0,1,2,0,0
FBgn0085201,0,29,47,3,30,0,0,8,35,26,20,56,65,13,23,29,2,60,6,8,15,20
FBgn0051668,7,0,8,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0
FBgn0053124,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,2,0,0,0,0,0,0
FBgn0031397,153,192,159,126,305,0,291,122,118,114,180,0,159,68,76,37,74,17,12,27,0,0
FBgn0010288,1634,1805,1486,3544,3324,575,4898,3536,3142,3445,5647,1905,5698,4738,2512,1525,4316,2007,2165,4223,1925,4467
FBgn0085203,149,93,127,241,99,88,588,244,213,154,374,60,433,327,135,87,177,132,180,244,216,324
FBgn0031398,772,523,515,1044,1488,351,1959,1301,925,718,2001,377,1912,1531,537,330,1209,452,698,1352,506,1377
FBgn0259717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0040715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0031399,321,262,374,722,1413,75,866,891,916,539,1626,501,1404,1156,514,252,1137,283,774,823,343,897
FBgn0031401,816,830,1124,1077,2081,310,1425,1011,1045,837,1736,112,849,1279,603,417,450,216,794,1483,368,484
FBgn0031403,416,444,358,613,890,110,966,1019,451,431,1003,265,1104,818,276,162,613,398,324,579,403,652
FBgn0267378,2976,4348,4580,4018,6472,1529,6177,2441,3582,2411,6662,371,2756,3459,1441,888,1104,444,2449,3749,1075,1377
FBgn0264945,0,16,6,1,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,5,0,0
FBgn0262126,1205,1009,1336,2101,2625,395,2218,1986,2122,1157,2564,364,1583,2340,1227,734,1364,544,2039,2441,1160,1162
FBgn0264946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0051679,0,0,0,3,0,0,0,0,5,0,1,0,2,0,0,2,0,0,0,0,0,0
FBgn0052463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0051682,0,0,0,4,0,0,0,1,0,0,0,0,0,7,0,0,0,0,1,7,0,0
FBgn0264979,46,1,18,661,44,31,801,627,81,24,36,66,85,628,135,77,171,116,483,1195,395,891
FBgn0262106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1
FBgn0011832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,154,0,0,0,0
FBgn0042186,0,0,0,1,0,0,1,0,109,1,5,182,0,31,0,309,0,464,7,38,0,149
FBgn0042187,0,0,0,0,0,0,0,0,7,6,0,0,0,21,0,5,0,12,0,15,0,61
FBgn0031406,0,0,0,2,165,1,0,2,137,9,86,89,4,124,5,1078,0,1111,10,143,0,499
FBgn0266022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0266023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
FBgn0031407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0054049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0250841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0264084,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0264085,0,0,0,2,0,0,72,3,0,0,2,0,0,0,1,0,0,1,0,0,0,0
FBgn0031409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0051681,0,0,0,2,0,1,0,0,144,3,45,18,11,12,1,389,22,469,0,26,0,10
FBgn0261523,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0031410,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0
FBgn0028570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
FBgn0051949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0031412,0,12,3,42,0,0,0,95,0,0,1,0,0,1,7,1,15,0,7,0,1,0
FBgn0031413,698,582,632,673,1708,242,1587,821,693,464,786,214,840,691,411,341,552,303,321,466,178,428
FBgn0031414,0,12,32,47,0,0,23,39,11,8,19,25,1,18,0,1,0,0,0,3,0,0
FBgn0014010,3885,3975,5390,5004,7499,1692,11829,3970,4406,3531,8537,766,4835,5511,2045,1317,1441,931,4209,6560,1844,4200
FBgn0261647,461,599,736,1030,898,277,1297,875,965,445,1789,140,807,1341,602,296,422,127,888,1673,369,868
FBgn0031417,31,20,92,16,29,0,1,14,36,56,34,24,38,49,16,39,35,41,38,34,10,72
FBgn0031418,448,253,353,485,773,92,1256,533,1641,1552,2520,719,2613,1866,1184,827,1997,992,837,2071,628,2415
FBgn0031419,256,142,189,269,492,1,533,244,177,129,293,54,250,313,159,74,207,72,243,391,135,322
FBgn0266317,0,0,0,0,0,0,0,0,5,5,6,0,0,0,0,0,51,0,0,2,0,0
FBgn0031420,231,239,311,547,689,1,434,805,469,372,687,74,443,492,245,170,432,88,468,561,263,323
FBgn0264672,432,637,649,784,1403,120,889,1147,634,528,835,216,505,588,432,262,358,175,425,557,245,468
FBgn0031422,141,28,18,142,326,1,49,118,152,149,185,115,279,228,96,52,160,93,110,217,25,302
FBgn0031423,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
FBgn0264081,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0031424,50,54,63,15,26,98,0,21,3,2,1,0,7,0,0,0,0,0,0,1,0,1
FBgn0031426,0,0,0,2,0,0,0,8,12,12,4,22,12,3,4,5,10,0,0,4,0,11
FBgn0051948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0085477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0085476,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
FBgn0031428,28,124,36,104,257,1,103,137,149,128,219,23,153,173,105,76,219,76,81,122,119,126
FBgn0264988,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0
FBgn0266217,0,0,0,1,0,0,1,1,0,3,3,0,0,0,0,1,0,0,0,0,11,0
FBgn0000490,451,800,1134,260,936,176,479,199,444,374,517,35,461,192,129,152,25,37,252,199,142,89
FBgn0012017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0012016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0266824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0264978,342,286,235,758,704,124,380,969,989,798,1554,927,1189,1051,712,391,1663,553,621,1264,622,1366
FBgn0011818,510,720,616,1984,899,118,2336,1831,1285,736,2119,59,700,1835,913,449,577,168,1249,2663,190,1307
FBgn0265818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0031430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0267738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0264943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0031431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0264944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0031432,1,0,34,37,149,0,75,40,10,3,19,6,31,32,2,29,24,45,5,18,0,14
FBgn0041337,438,277,282,87,309,0,119,93,17,33,23,20,25,17,16,10,20,6,0,1,0,7
FBgn0026778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0085343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0031434,71,150,136,914,423,2,1405,774,301,234,546,58,345,954,323,148,554,125,470,1172,297,697
FBgn0031435,2,122,8,1239,162,3,1832,823,139,78,221,66,164,847,255,107,397,85,735,1507,297,1951
FBgn0031436,469,485,506,591,1197,296,1949,1167,1415,2151,2043,2902,4451,2619,1045,702,3085,1729,1363,1817,2274,6338
FBgn0031437,762,606,602,752,1822,170,1258,1095,1303,1501,1849,924,2816,1681,773,603,1711,864,865,1412,728,2039
FBgn0026479,1348,1199,1455,2691,3317,647,2953,2816,2650,1931,3569,501,3206,2928,1939,1058,2108,842,2304,2993,1418,1889
FBgn0250835,131,0,34,42,83,0,515,73,159,231,134,196,707,77,213,175,616,572,26,31,13,164
FBgn0266025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0266024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0031440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0263322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0267269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0284414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0284413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0264434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0031441,0,0,0,0,0,0,0,0,4,0,2,0,13,0,0,0,0,0,0,0,9,0
FBgn0264433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0053125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0031442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0026395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0031443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0031444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0041248,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0051690,726,970,1251,465,2876,217,594,727,765,925,835,261,1423,299,280,326,262,264,86,96,36,134
FBgn0031446,10,0,122,30,156,1,31,32,520,616,883,308,1133,423,251,245,598,138,19,6,100,3
FBgn0031449,1221,1303,1146,1943,2452,156,2171,1764,1569,1281,1967,445,2433,2043,776,548,1092,422,1286,2575,466,953
FBgn0263564,0,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0031450,745,590,508,1261,1630,341,1111,1293,964,747,1368,150,752,1128,622,318,554,160,724,1181,362,878
FBgn0031451,11,59,64,79,214,69,109,117,144,95,249,94,182,101,67,38,96,55,9,32,0,36
FBgn0031452,136,467,327,1508,485,251,1239,705,264,173,987,92,223,979,230,165,181,92,669,1511,307,631
FBgn0250906,1424,998,1346,3135,3687,270,3344,3986,3791,4957,4614,2161,5653,4864,2767,1601,3549,1879,2508,6338,1759,5396
FBgn0031453,14403,18999,19536,12142,22466,8223,21756,8016,9162,7980,21515,1544,6968,12266,3459,2510,1989,1572,6408,14521,2538,4889
FBgn0265997,0,0,4,3,0,0,0,5,1,4,15,0,0,0,0,3,0,0,0,0,0,0
FBgn0031454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0031455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0031456,385,289,338,588,641,14,582,612,585,339,983,52,605,637,346,199,269,160,360,674,134,337
FBgn0031457,558,424,674,806,1966,116,1076,616,876,954,1584,170,1445,1024,440,327,426,129,336,1039,218,378
FBgn0031458,474,697,243,463,1083,212,598,695,562,673,934,118,1141,873,413,184,663,219,275,664,167,727
FBgn0026324,199,377,246,236,343,248,1228,669,439,499,767,623,1110,972,303,150,1247,791,426,809,817,2372
FBgn0028398,620,452,427,540,1433,348,1140,964,570,729,994,244,1157,914,307,223,693,587,403,723,495,1202
FBgn0019830,402,552,316,794,878,4,1958,1383,1059,1702,1093,1457,2070,1568,961,629,2242,809,973,1703,1277,3186
FBgn0031459,3670,1292,1804,1754,5137,105,3270,3819,4421,6617,4921,5525,10389,5109,2765,1909,7984,3350,1962,3633,3162,8806
FBgn0031460,0,20,2,3,0,0,0,4,15,1,6,0,7,0,0,0,0,0,3,0,0,11
FBgn0004242,0,0,13,8,25,0,0,5,4,5,4,0,8,9,0,1,0,0,4,6,0,0
FBgn0264369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0031461,782,248,185,491,937,0,239,359,94,37,382,35,69,105,172,54,133,57,35,48,0,14
FBgn0031462,0,0,0,1,0,0,0,0,0,1,4,0,0,1,0,0,0,0,0,0,0,0
FBgn0031463,0,0,0,0,58,0,0,0,41,48,93,0,75,25,2,7,0,25,0,3,0,1
FBgn0283531,3,110,35,1728,154,3,772,1767,231,80,197,16,133,1178,295,80,163,55,1173,2130,404,763
FBgn0031465,0,0,0,9,0,0,0,10,0,0,1,0,0,0,0,0,0,0,5,1,0,4
FBgn0031466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
FBgn0031467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0266881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0031468,0,0,33,1,0,1,0,2,13,9,10,0,27,4,2,0,0,0,0,1,0,0
FBgn0031469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0031470,0,0,0,0,0,0,15,4,0,0,2,0,8,0,0,0,0,0,0,2,0,0
FBgn0031471,0,0,0,0,0,0,0,1,1,7,2,0,7,21,0,2,0,5,5,2,0,1
FBgn0031472,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
FBgn0031473,303,288,148,175,751,166,46,203,434,325,526,98,578,259,94,122,121,27,29,49,0,64
FBgn0015521,10553,15511,13587,9881,7993,2675,13942,5942,11099,16096,19176,8921,6373,14851,8428,5625,11013,6085,11130,18795,7341,29635
FBgn0031474,602,507,844,1070,2035,107,818,988,1271,726,1733,195,1123,920,543,298,341,105,373,855,110,271
FBgn0051694,1062,1155,1321,3484,2430,486,3757,3261,2008,1404,2730,501,3322,3619,1467,917,2531,1168,3107,4508,1703,3484
FBgn0031476,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,1,0,0
FBgn0031478,183,317,189,936,1099,79,1172,890,577,548,706,247,1035,1097,411,207,409,231,594,1264,301,1131
FBgn0031479,154,165,216,290,502,151,677,436,706,724,1273,551,1246,1224,549,289,1230,468,492,1058,544,1728
FBgn0051950,69,30,73,90,298,0,262,115,193,231,372,304,451,418,125,74,372,224,201,353,221,1159
FBgn0028970,374,114,192,300,525,44,56,714,465,510,632,541,984,720,320,180,953,378,449,780,724,1878
FBgn0024947,689,658,782,1215,1215,358,1612,1554,1127,1036,1381,278,1177,1080,656,371,724,279,839,1450,368,882
FBgn0041111,690,1392,1694,1553,1289,207,2264,1327,748,281,911,35,288,718,376,186,136,40,832,797,173,145
FBgn0010263,1511,2668,3303,1356,3596,591,1125,613,1499,1249,3039,211,922,843,769,452,346,115,350,344,167,96
FBgn0024920,251,174,136,493,771,8,1070,843,788,490,1435,233,1060,1732,505,250,1125,409,702,1966,509,2207
FBgn0004584,1145,1544,1398,2343,2815,562,2321,1638,2163,1229,3627,306,1376,2250,1139,797,675,452,1066,2102,316,869
FBgn0260639,595,428,343,678,883,0,554,683,1292,1041,2415,483,1625,1153,837,559,1102,670,303,626,73,642
FBgn0031483,601,662,620,3027,1034,403,2532,1743,726,511,1778,152,1013,1802,609,279,675,256,924,2566,500,1241
FBgn0031484,539,309,328,690,855,2,1090,900,384,433,672,73,696,873,324,186,299,206,345,900,197,694
FBgn0031485,180,275,124,236,453,3,261,271,348,283,532,271,556,547,247,137,518,250,357,661,302,1058
FBgn0250786,794,687,785,3760,1718,15,3254,4433,1281,563,2061,149,780,2351,749,395,514,108,2315,3619,749,1161
FBgn0025109,413,219,411,646,1198,60,382,1004,752,857,1048,115,1157,934,580,322,613,212,423,944,216,740
FBgn0002989,305,394,493,918,987,187,1254,1141,586,290,1024,280,947,753,373,245,682,281,494,774,132,440
FBgn0025681,612,1075,1085,1774,2153,286,2461,1956,1077,796,1521,107,832,1354,740,364,640,66,983,1564,368,581
FBgn0031488,186,224,271,182,598,1,337,261,320,219,440,75,306,322,212,88,210,45,185,226,40,91
FBgn0031489,1015,914,1020,595,2086,145,1165,879,1558,2226,1733,767,2201,513,614,800,788,642,232,313,187,205
FBgn0031490,242,72,308,157,996,0,48,333,173,149,205,58,183,110,94,88,93,55,33,25,30,27
FBgn0031491,829,208,542,731,1315,7,1128,1000,651,615,923,50,687,853,449,206,464,101,456,842,173,479
FBgn0031492,532,712,799,1915,1277,223,2248,1175,1170,693,2449,196,903,1562,741,484,533,237,1032,1972,444,778
FBgn0031493,1293,1055,1160,2621,2520,108,2614,2014,1615,859,3072,264,1319,2170,951,630,923,380,1274,2358,604,1261
FBgn0031494,261,185,194,280,557,26,759,241,349,218,723,70,492,504,161,95,211,95,259,569,60,355
FBgn0264996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
FBgn0031495,594,261,418,575,1275,64,811,1155,826,699,892,356,1280,896,429,307,914,314,411,750,244,752
FBgn0031496,59,23,40,26,29,0,23,13,19,2,34,11,4,13,8,6,0,0,13,14,0,5
FBgn0031497,727,515,435,1686,1588,208,2523,1739,2311,1982,3680,741,2627,3670,1623,1022,2411,1065,2009,4536,1716,4410
FBgn0031498,180,167,95,285,306,34,349,375,127,177,191,49,265,344,164,87,203,120,194,400,169,397
FBgn0243513,148,49,64,177,249,1,0,160,95,120,148,11,81,179,67,48,9,39,78,280,40,107
FBgn0031500,69,91,92,183,344,0,382,313,281,305,518,346,534,526,222,131,463,218,305,563,479,876
FBgn0031501,0,0,37,28,63,0,61,48,21,10,39,0,10,82,6,5,0,0,48,159,113,43
