BamHSbam_input_1	BamHSbam_input_2	BamHSbam_input_3	BamHSbam_input_4	BamHSbam_polysome_1	BamHSbam_polysome_2	BamHSbam_polysome_3	BamHSbam_polysome_4	BamRNAi_input_1	BamRNAi_input_2	BamRNAi_input_3	BamRNAi_polysome_1	BamRNAi_polysome_2	BamRNAi_polysome_3	TKV_input_1	TKV_input_2	TKV_polysome_1	TKV_polysome_2	youngWT_input_1	youngWT_input_2	youngWT_polysome_1	youngWT_polysome_2
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
658	906	937	558	1719	574	1556	432	2037	1382	3847	224	1656	1058	754	372	579	176	484	615	134	154
0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
36	16	47	18	55	2	25	11	28	12	184	9	1	52	42	23	21	0	20	20	7	0
0	0	0	2	0	0	0	0	0	3	1	0	0	0	0	1	0	0	0	0	0	0
0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	1	0	0
0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	4	6	2	0	0	8	2	2	9	0	0	2	0	9	5	0	0	37	0	22	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	5	10	11	0	2	4	5	0	3	0	0	0	0	4	1	1	0	12	0	7	0
1992	893	1734	402	1483	242	2262	723	1057	1824	1366	379	2841	1543	394	1160	1251	4378	1216	1948	979	4031
1	0	0	0	0	0	1	0	2	3	2	0	0	0	3	0	0	0	2	0	0	0
1	1	1	0	0	0	2	0	1	7	1	0	0	0	11	1	1	0	14	0	1	0
0	33	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
0	4	10	6	0	0	0	7	0	6	4	0	1	4	1	6	0	0	0	0	0	0
1	1	1	2	56	1	1	2	2	1	0	0	0	0	1	0	0	0	4	2	2	1
1	17	16	2	36	1	1	1	6	20	0	1	33	5	0	1	0	0	2	0	2	0
538	762	586	614	1553	242	1129	845	764	941	1104	162	1322	701	478	308	473	318	292	650	96	734
268	335	244	510	1190	83	670	592	1081	798	1665	296	1388	1095	687	380	1002	511	321	810	184	954
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
170	116	58	358	449	30	296	317	188	213	368	236	250	495	211	107	238	106	187	572	253	458
1984	2007	1895	2908	5235	482	3640	4176	3826	3779	4946	640	4676	3204	2023	1428	2186	897	2542	3348	961	2024
0	0	1	1	0	0	0	0	0	1	1	0	0	2	0	3	0	0	1	1	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	4	3	0	6
0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26	0	0	0	43	0	0	0	0	0	0	0	0	0	0	69	0	77	0	0	0	0
0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	3	0	0	0
0	0	0	0	0	0	0	1	0	0	1	0	0	5	5	4	0	0	0	0	0	0
243	225	291	101	312	1	97	79	166	332	232	14	297	78	45	83	58	54	35	64	3	49
668	745	1237	1340	1717	419	1429	1145	1323	806	2160	399	1186	1238	651	444	491	230	730	1018	398	576
242	233	111	318	228	88	448	459	349	458	438	236	268	534	358	203	645	256	422	645	97	709
239	151	227	423	497	3	342	505	339	294	300	108	443	221	166	113	229	58	252	144	78	66
0	0	0	1	0	0	6	2	2	0	0	0	3	9	0	1	0	42	4	49	0	199
24	42	26	100	23	0	183	76	17	3	20	0	13	59	19	6	0	6	50	64	0	99
3966	5746	6790	3801	9847	1643	3442	3464	1570	1671	1704	285	1747	859	817	606	482	216	551	597	325	432
898	1030	1110	2096	2012	490	2313	2127	1108	640	1393	214	1245	1431	703	398	849	232	650	1610	350	933
499	364	726	663	1679	4	1205	796	762	772	1137	174	999	993	444	230	460	136	356	652	103	560
743	416	712	1175	957	179	1216	1601	509	356	888	38	242	690	536	233	142	33	981	888	149	219
499	350	424	505	688	96	676	600	674	528	1014	465	1103	755	395	190	688	382	330	692	364	831
1839	1764	2399	3197	4627	433	3885	3137	1885	1283	2863	333	2450	2162	1044	666	1145	410	1654	2319	838	1424
125	101	180	61	424	23	37	77	96	134	89	65	247	56	37	32	50	8	15	30	2	17
1393	2645	3284	706	1692	1509	1504	253	1189	1263	1533	81	256	648	239	333	0	31	148	407	102	89
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	4	6	5	0	1	4	2	0	4	0	1	0	0	8	4	0	0	7	0	1	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	8	2	0	0	0	1	3	2	4	0	8	1	2	1	0	0	0	0	0	0
879	444	1140	297	2182	91	501	209	4180	1930	2561	780	1891	578	462	1182	318	766	93	211	86	195
109	213	124	93	392	4	235	53	929	895	578	97	793	275	125	148	155	108	69	182	1	343
416	512	553	113	548	46	283	105	327	196	233	49	158	122	39	24	7	16	16	18	36	17
21	4	0	16	0	0	9	37	0	0	2	1	0	125	7	20	45	60	33	162	2	369
768	882	1120	1519	1923	65	1912	1148	1259	872	1378	98	1068	810	560	306	402	139	721	1157	231	307
327	413	495	1469	1043	200	1167	790	526	266	1140	83	312	831	302	130	186	51	658	1220	203	488
848	832	705	2905	1445	105	2474	2247	1650	885	2423	171	951	2077	902	517	619	240	1244	3005	519	779
481	236	174	311	498	16	486	181	228	226	505	22	283	298	127	61	97	61	165	441	58	122
403	470	511	806	820	287	1332	922	549	401	1089	91	770	777	344	179	402	149	380	512	347	419
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
523	335	840	754	541	162	281	618	388	96	414	10	150	146	161	27	76	4	574	188	44	49
0	0	0	1	0	0	0	3	4	0	3	0	0	0	0	0	0	4	2	1	0	0
0	39	29	16	63	0	55	21	22	62	41	0	51	24	11	6	44	26	7	16	0	34
0	0	0	6	0	0	0	3	8	2	19	28	7	16	17	7	2	13	0	1	0	0
0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4723	3377	2902	16274	10032	645	17133	16520	4976	4350	7460	2959	6325	15640	7599	3307	12680	3346	12443	23987	5502	16829
105	245	183	310	588	161	241	258	176	137	389	45	286	271	144	70	171	67	114	304	40	111
305	288	238	439	631	89	335	387	233	241	603	44	461	512	195	133	269	85	189	507	44	192
178	115	227	501	230	47	433	658	314	269	586	123	460	608	316	182	457	150	278	704	58	346
1873	3186	3746	2428	1960	498	4063	2793	2302	887	2969	132	361	2187	918	518	140	51	1811	2823	338	649
332	540	790	1282	620	9	1342	1400	525	293	714	23	192	928	394	163	100	67	1197	1419	196	306
4381	3807	4356	7629	10798	894	10418	8262	5199	4852	10220	1221	8801	8367	3473	2106	4404	1895	4955	7510	3449	5284
336	435	526	983	1452	141	1578	1085	1011	804	1371	147	1320	950	603	373	863	264	434	994	230	782
14	40	20	85	49	0	171	73	27	35	65	4	26	43	22	24	15	6	30	56	0	23
0	0	0	0	14	0	0	0	4	0	2	0	0	7	2	0	0	0	0	2	0	0
12394	12385	15073	20283	19457	2871	16976	11624	8310	4218	17018	784	4659	10012	4785	2414	2249	1104	8313	13195	3625	5036
324	299	405	517	892	97	1138	836	1187	603	1489	232	1245	972	700	385	1321	208	810	961	172	455
234	214	180	488	609	53	1096	597	457	433	839	279	1019	954	305	182	835	469	423	867	241	740
107	72	55	272	351	14	367	279	216	269	379	102	493	465	171	89	320	211	228	427	280	533
0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0
1890	1853	2411	1909	3089	416	2256	1345	2090	1032	3113	179	1022	1484	750	520	422	160	983	1466	255	472
120	127	164	610	287	1	748	615	259	171	314	128	327	361	166	110	331	29	338	514	101	309
226	99	36	56	122	25	2	63	247	185	183	33	294	68	57	66	60	47	26	37	20	1
0	0	25	2	0	0	0	2	4	1	6	0	12	8	0	5	0	0	0	3	0	2
0	0	3	2	0	0	0	0	134	5	10	0	0	179	0	7	0	0	11	300	1	9
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	25	4	0	0	0	0	10	11	21	0	11	1	0	3	0	0	3	3	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	1	24	0	0	2	36	41	38	14	54	11	5	3	0	7	3	3	0	0
0	0	0	0	0	0	0	1	2	0	3	0	0	1	0	1	0	4	0	1	0	0
1614	2126	2379	3120	2667	895	3430	2213	2557	1769	3252	175	2051	2289	1105	744	466	135	1393	2904	353	938
0	0	27	11	0	0	0	24	2	4	3	0	0	0	1	1	0	0	0	1	0	0
0	0	0	5	0	0	0	1	4	0	1	0	0	5	0	0	0	0	1	0	0	0
63	0	7	9	4	0	0	3	9	2	25	0	2	7	4	2	4	14	3	7	0	1
21	0	8	3	0	0	2	2	3	1	20	0	3	12	12	0	4	1	0	2	0	0
0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	1	0	0	0	5	29	27	51	14	16	12	18	7	22	8	4	0	0	0
0	52	3	7	0	1	0	5	47	17	102	0	39	31	32	1	0	13	1	0	0	0
30	50	36	1496	174	3	532	1139	433	263	761	0	279	914	263	106	176	24	495	1405	64	365
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	7	1	0	5	14	4	5	0	0	34	31	44	70
1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	4	3	0	0	0	0	14	35	36	0	11	0	3	4	0	8	0	1	0	0
0	0	0	8	86	0	35	7	5	83	16	0	195	205	12	281	1	581	30	310	1	812
447	509	332	1007	317	3	1292	718	1220	471	1663	135	677	788	573	264	260	139	663	932	277	569
22	50	21	115	61	0	191	123	74	63	173	10	84	141	50	10	67	4	77	170	124	165
180	118	196	269	349	59	387	293	334	288	605	47	521	412	191	129	434	70	152	278	154	346
295	650	504	550	731	310	981	424	1114	437	1844	32	642	1023	526	326	289	142	879	1001	183	399
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	1	0	0	0	1	2	0	1	4	12	0	0	0	0	0	0	1	0	0
0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
10916	11855	12224	12894	26672	2710	22105	12354	12803	13703	18888	2435	13765	16863	8042	5358	9134	3945	12906	19013	8167	20512
1175	1672	1699	4212	2182	276	4770	2582	691	620	1366	152	636	1995	773	228	261	117	981	3268	464	1362
146	143	79	182	216	1	1122	187	230	255	540	52	402	511	217	102	192	159	224	399	118	318
36	1	15	43	20	0	0	63	24	7	49	0	32	51	23	2	38	3	46	43	0	54
0	0	0	1	0	0	0	0	1	11	4	0	8	3	0	3	0	3	0	1	0	18
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
113	26	106	60	316	0	68	81	22	20	97	1	58	50	14	4	0	0	37	43	0	47
418	709	510	294	1526	319	1275	530	670	1146	756	145	1868	387	192	217	272	304	183	277	84	287
952	753	959	2381	1196	153	2788	1500	1046	504	2715	129	803	1528	470	307	324	108	1045	1647	326	813
490	571	596	1293	931	161	1216	878	2096	1199	2612	218	1326	1490	686	531	299	230	1031	1575	267	636
0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
223	215	205	86	186	2	279	47	292	188	430	23	179	202	138	92	116	20	185	268	22	61
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	1	0	0	0	1	0	3	1	0	0	3	2	0	0	0	14	7	0	18
0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
664	954	881	601	1662	332	1155	400	601	452	1272	88	363	619	239	178	69	38	345	557	82	195
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	99	68	50	64	0	0	59	32	28	76	1	29	23	15	11	30	4	14	29	2	23
1080	1121	1091	1221	1874	798	1505	859	1192	646	1536	22	914	956	587	298	503	65	703	1170	264	461
0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
1251	1643	1442	2467	1617	277	3021	1489	2070	860	2709	227	1085	1582	853	476	591	290	1840	2013	591	557
432	458	828	1664	814	401	1695	1287	689	378	1257	150	969	1502	419	288	515	317	1172	2109	690	1165
1297	1383	1884	3279	2712	194	1834	2230	894	502	1713	81	664	1289	659	366	298	107	1086	1532	571	841
1610	3080	4074	2410	1925	1050	2873	2162	1370	470	2598	85	479	2006	705	325	163	93	1641	2727	322	597
621	825	750	868	1470	290	3138	1776	1859	2027	3804	2142	4294	4793	1643	982	5623	2940	2630	4085	3385	10113
241	163	148	3033	161	14	3071	2140	941	733	1756	110	196	4144	1252	594	1075	313	1513	6923	716	2648
266	234	175	81	379	60	149	58	797	319	625	8	391	247	131	62	17	15	90	96	23	22
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
70	62	52	14	65	0	70	18	60	33	30	1	41	31	23	30	3	10	6	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	0	28	8	0	0	0	14	6	5	8	0	0	3	2	1	0	1	4	4	0	0
0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0
0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
10	40	39	1	0	0	0	0	12	38	12	0	0	11	0	9	0	0	2	3	0	1
0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
401	442	375	777	1267	34	1033	1012	829	621	1280	658	1547	1769	713	479	1474	813	1475	2281	1172	3968
138	108	39	1355	391	47	1184	1253	100	66	266	37	90	1475	352	143	369	89	1713	2811	695	1359
0	0	6	18	0	157	0	17	53	20	22	0	52	25	23	14	0	17	15	48	0	51
595	619	807	1201	1825	161	1909	1910	973	1001	1627	799	1971	1888	879	440	2288	874	1388	1914	960	2767
1771	1398	1787	3396	3756	252	5832	4495	3830	3643	5233	3342	7068	5501	2967	1836	6413	2947	3646	5910	4057	8442
95	89	74	92	214	0	17	105	97	86	99	0	66	23	38	31	22	4	10	29	5	12
0	15	15	3	0	0	0	1	5	0	3	0	0	1	0	1	0	0	0	1	0	2
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	16	2	0	0	0	8	5	3	32	9	2	10	0	0	0	10	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25	47	0	0	0	0	0	1	1	3	0	0	0	0	0	0	0	0	0	3	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1379	1502	2199	1491	2765	243	1910	1297	1402	511	2115	69	504	841	602	408	306	52	770	806	156	163
0	15	31	21	76	0	0	32	1	0	2	0	0	0	0	0	0	0	0	2	0	0
229	268	394	464	495	51	413	380	389	196	511	25	225	432	204	114	82	48	331	369	101	172
1073	731	676	2429	2147	144	3232	2613	2508	1601	3685	1500	2641	3380	1862	984	4122	1467	3149	3977	2447	5043
462	947	492	1392	823	7	2984	1046	2426	1393	4683	638	2844	3917	1488	949	2146	1322	2757	4780	1363	4241
62	53	26	152	96	0	130	97	44	26	60	0	59	127	14	10	15	9	128	228	33	115
0	26	3	18	0	0	0	14	5	0	5	0	0	17	3	1	0	0	26	25	0	15
192	192	232	615	840	1	1247	563	227	244	304	64	197	560	200	71	196	44	371	962	189	527
0	0	10	39	51	0	33	23	4	4	7	0	6	17	3	1	0	0	20	46	0	27
0	13	0	9	0	0	0	6	15	13	21	0	16	4	7	4	0	12	0	1	0	0
221	428	406	925	587	47	729	704	707	275	1108	68	687	637	359	278	353	93	358	691	157	214
9	28	11	7	0	0	0	7	2	3	27	0	8	41	14	2	39	0	15	33	0	43
0	0	0	3	0	0	0	1	4	0	8	0	0	11	0	2	0	0	0	5	0	0
0	20	0	6	0	0	1	4	1	4	7	0	0	2	1	6	0	0	0	4	0	0
542	431	447	1847	1145	42	2580	1447	677	357	988	95	380	1125	481	234	416	77	981	1596	392	633
0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
8955	9792	10206	9205	18673	3905	18748	9413	13662	14290	19025	2426	18399	14166	10262	5824	10716	4237	13234	14347	7965	12862
6	0	0	0	0	0	0	4	8	15	7	2	5	6	4	2	34	11	0	3	0	0
319	144	299	387	367	256	244	482	457	583	610	198	919	554	196	165	362	193	152	518	145	395
0	0	0	0	0	0	0	1	5	1	0	0	0	0	0	2	0	1	0	0	0	0
370	477	378	1440	1089	199	926	1185	1041	677	1629	164	1386	1056	647	364	659	274	523	1131	276	742
0	0	2	5	0	127	0	4	40	29	81	0	3	38	4	1	8	6	3	7	0	0
1211	1266	1418	3246	1671	216	2407	2439	1888	685	4657	175	1430	1852	1117	438	829	376	1267	2147	534	784
619	344	394	977	671	4	923	972	1121	899	1837	470	1437	1366	901	465	896	557	664	1448	365	1234
302	522	577	749	1610	74	954	991	822	818	1199	446	1489	1168	622	328	780	350	709	1097	327	857
428	404	506	671	1021	114	1477	1313	738	795	1458	840	1565	1172	400	237	1401	552	493	1142	961	2191
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	1	0	0	0	2	3	0	0	0	0	2	0	0	0	0	0	0	0	0
307	836	585	551	589	171	1318	456	890	361	947	54	360	501	199	143	62	19	517	737	60	144
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	3	0	0	0	3	0	2	0	0	10	3	5	0	0	0	0	5	0	0
51	10	84	802	325	118	782	830	88	74	140	31	187	1123	128	82	144	67	937	1976	574	1691
0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	40	11	47	53	0	246	45	15	27	15	6	21	58	12	6	17	2	81	171	23	81
0	0	14	0	0	0	0	2	1	0	0	0	0	2	0	0	0	0	1	3	0	0
0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
387	338	294	716	747	66	1016	637	892	876	2044	351	1393	1554	717	386	1151	461	750	1514	566	1396
119	337	271	119	412	20	351	148	436	601	390	75	747	214	183	176	112	189	129	127	38	289
297	306	389	953	726	93	903	767	351	390	713	161	511	759	326	148	329	90	629	881	518	738
291	402	380	534	502	262	811	496	215	112	332	7	186	697	162	83	199	35	414	1153	159	535
0	0	0	2	0	0	0	0	1	0	4	0	8	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40	0	18	31	13	0	90	22	14	6	41	0	33	63	6	6	15	16	16	77	0	22
227	256	195	232	559	17	798	324	758	625	1521	238	1105	1012	519	297	934	393	442	871	460	915
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
7	0	0	18	49	0	57	22	1	4	8	0	7	22	4	5	0	3	6	39	0	54
113	114	203	239	296	0	52	264	5	2	20	0	11	22	5	7	0	0	0	4	0	0
0	62	8	18	98	1	174	56	56	111	182	60	234	192	130	36	410	28	132	205	56	236
4152	3645	5206	6927	7588	1203	3707	7092	1349	1320	3204	291	1852	1977	919	578	1288	450	905	2277	490	1429
0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0	0	0	1	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0
0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0	0	22	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	17	0	0	0	17	0	7	1	0	0	5	0	0	0	0	2	4	0	31
0	0	0	1	0	0	0	3	1	1	4	0	0	11	6	0	1	11	0	1	0	0
362	431	372	271	452	181	364	108	380	227	526	54	182	510	213	73	62	17	427	702	234	313
2735	3131	3475	4927	3749	97	5083	3773	7101	3753	11395	814	4450	4700	2681	2086	1303	1657	3308	4746	1067	2440
1116	897	806	1050	1768	186	2118	620	1495	1090	2308	136	1572	1059	715	464	616	441	533	1127	152	673
595	388	613	1206	1470	178	1401	1512	1092	1060	2074	467	1796	1848	779	463	1363	505	996	1757	672	2081
703	1487	1694	2193	2980	326	3142	3294	1743	784	2582	193	1452	1912	884	536	902	226	1782	2099	723	851
284	191	270	588	673	5	623	607	885	588	1331	449	1125	744	516	351	826	407	396	893	293	708
361	218	240	453	745	121	847	745	609	483	1104	198	817	843	435	250	566	326	388	907	288	720
452	647	630	1651	905	232	1821	834	621	338	1254	73	305	1347	387	249	137	84	1165	2007	586	971
208	311	388	891	1006	56	2353	1203	1365	1278	1984	1160	2269	2124	1017	575	2475	967	1230	2310	990	2749
1324	1413	1707	1581	2993	425	3386	2207	1167	1055	2319	281	1644	1797	765	453	1047	352	998	1861	672	1757
1057	1869	1646	2341	1464	598	2658	1833	1919	1136	2969	238	976	2088	800	494	385	90	1331	2078	310	630
369	139	231	725	635	254	1078	445	337	285	626	48	323	619	235	113	188	42	277	705	164	264
0	0	0	2	0	0	0	1	2	0	1	0	5	0	0	2	0	0	0	0	0	0
28	0	3	9	0	0	0	9	92	86	69	73	155	25	38	24	44	33	0	16	0	11
1439	2449	2511	3613	2268	611	3838	2514	2727	1261	5147	226	1371	2078	1180	600	433	209	1533	2091	262	616
0	0	0	1	61	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
